内网收藏,#genre#
CCTV风云足球HD,http://192.168.10.1:8205/udp/238.1.79.57:4592
CCTV世界地理HD,http://192.168.10.1:8205/udp/238.1.79.60:4616
CCTV怀旧剧场HD,http://192.168.10.1:8205/udp/238.1.79.61:4624
CCTV风云剧场HD,http://192.168.10.1:8205/udp/238.1.79.62:4632
CCTV第一剧场HD,http://192.168.10.1:8205/udp/238.1.79.63:4640
CCTV风云音乐HD,http://192.168.10.1:8205/udp/238.1.79.64:4648
CCTV高尔夫网球HD,http://192.168.10.1:8205/udp/238.1.79.58:4600
CCTV央视台球HD,http://192.168.10.1:8205/udp/238.1.79.59:4608
CETV1HD,http://192.168.10.1:8205/udp/238.1.78.158:7136
CETV2,http://192.168.10.1:8205/udp/238.1.78.106:6720
CETV4,http://192.168.10.1:8205/udp/238.1.78.107:6728

安徽本地,#genre#

安徽卫视FHD,http://192.168.10.1:8205/udp/238.1.79.27:4328
安徽综艺体育,http://192.168.10.1:8205/udp/238.1.79.41:4440
安徽公共,http://192.168.10.1:8205/udp/238.1.79.43:4456
安徽经济,http://192.168.10.1:8205/udp/238.1.79.44:4464
安徽影视,http://192.168.10.1:8205/udp/238.1.79.42:4448
安徽科教,http://192.168.10.1:8205/udp/238.1.79.40:4432
安徽人物,http://192.168.10.1:8205/udp/238.1.79.45:4472
安徽国际,http://192.168.10.1:8205/udp/238.1.78.61:6360
安徽导视,http://192.168.10.1:8205/udp/238.1.79.66:4664
海豚生活HD,http://192.168.10.1:8205/udp/238.1.79.50:4512
海豚少儿HD,http://192.168.10.1:8205/udp/238.1.79.32:4368
海豚健康HD,http://192.168.10.1:8205/udp/238.1.79.33:4376
海豚影视HD,http://192.168.10.1:8205/udp/238.1.79.34:4384
家家购物,http://192.168.10.1:8205/udp/238.1.78.32:6184

各省卫视,#genre#

北京卫视HD,http://192.168.10.1:8205/udp/238.1.78.162:7168
天津卫视HD,http://192.168.10.1:8205/udp/238.1.78.20:6088
重庆卫视HD,http://192.168.10.1:8205/udp/238.1.78.31:6176
东方卫视HD,http://192.168.10.1:8205/udp/238.1.78.163:7176
安徽卫视HD,http://192.168.10.1:8205/udp/238.1.78.150:7072
江苏卫视HD,http://192.168.10.1:8205/udp/238.1.78.165:7192
浙江卫视HD,http://192.168.10.1:8205/udp/238.1.78.164:7184
黑龙江卫视HD,http://192.168.10.1:8205/udp/238.1.78.159:7144
吉林卫视HD,http://192.168.10.1:8205/udp/238.1.79.48:4496
辽宁卫视HD,http://192.168.10.1:8205/udp/238.1.78.21:6096
东南卫视HD,http://192.168.10.1:8205/udp/238.1.78.22:6104
四川卫视HD,http://192.168.10.1:8205/udp/238.1.78.30:6168
江西卫视HD,http://192.168.10.1:8205/udp/238.1.78.26:6136
广东卫视HD,http://192.168.10.1:8205/udp/238.1.78.161:7160
海南卫视HD,http://192.168.10.1:8205/udp/238.1.79.49:4504
湖北卫视HD,http://192.168.10.1:8205/udp/238.1.78.168:7216
湖南卫视HD,http://192.168.10.1:8205/udp/238.1.78.160:7152
贵州卫视HD,http://192.168.10.1:8205/udp/238.1.78.244:7824
河北卫视HD,http://192.168.10.1:8205/udp/238.1.78.245:7832
河南卫视HD,http://192.168.10.1:8205/udp/238.1.79.65:4632
山东卫视HD,http://192.168.10.1:8205/udp/238.1.78.169:7224
甘肃卫视HD,http://192.168.10.1:8205/udp/238.1.79.36:4400
陕西卫视,http://192.168.10.1:8205/udp/238.1.78.88:6576
云南卫视,http://192.168.10.1:8205/udp/238.1.78.89:6584
山西卫视,http://192.168.10.1:8205/udp/238.1.78.95:6632
青海卫视,http://192.168.10.1:8205/udp/238.1.78.102:6688
广西卫视,http://192.168.10.1:8205/udp/238.1.78.70:6432
内蒙古卫视,http://192.168.10.1:8205/udp/238.1.78.103:6696
宁夏卫视,http://192.168.10.1:8205/udp/238.1.78.109:6744
新疆卫视,http://192.168.10.1:8205/udp/238.1.78.110:6752
西藏卫视,http://192.168.10.1:8205/udp/238.1.78.101:6680
深圳卫视HD,http://192.168.10.1:8205/udp/238.1.78.156:7120
兵团卫视,http://192.168.10.1:8205/udp/238.1.78.104:6704
三沙卫视,http://192.168.10.1:8205/udp/238.1.78.27:6144
厦门卫视,http://192.168.10.1:8205/udp/238.1.78.246:7840

精品节目,#genre#

陶瓷HD,http://192.168.10.1:8205/udp/238.1.78.157:7128
全纪实HD,http://192.168.10.1:8205/udp/238.1.78.151:7080
纪实人文HD,http://192.168.10.1:8205/udp/238.1.78.153:7096
动漫秀场HD,http://192.168.10.1:8205/udp/238.1.78.154:7104
金鹰纪实HD,http://192.168.10.1:8205/udp/238.1.79.9:4184
茶频道HD,http://192.168.10.1:8205/udp/238.1.79.30:4352
快乐垂钓HD,http://192.168.10.1:8205/udp/238.1.79.31:4360
生活时尚HD,http://192.168.10.1:8205/udp/238.1.78.155:7112
体育赛事HD,http://192.168.10.1:8205/udp/238.1.78.33:6192
中甲联赛HD,http://192.168.10.1:8205/udp/238.1.79.39:4424
卡酷少儿,http://192.168.10.1:8205/udp/238.1.78.97:6648
哈哈炫动,http://192.168.10.1:8205/udp/238.1.78.82:6528
金鹰卡通,http://192.168.10.1:8205/udp/238.1.78.100:6672
山东教育,http://192.168.10.1:8205/udp/238.1.78.254:7904
财富天下,http://192.168.10.1:8205/udp/238.1.78.25:6128
东方财经浦东,http://192.168.10.1:8205/udp/238.1.78.73:6456
都市剧场,http://192.168.10.1:8205/udp/238.1.78.74:6464
金色频道,http://192.168.10.1:8205/udp/238.1.78.76:6480
游戏风云,http://192.168.10.1:8205/udp/238.1.78.81:6520
法治天地,http://192.168.10.1:8205/udp/238.1.78.84:6544
七彩戏剧,http://192.168.10.1:8205/udp/238.1.78.85:6552

安徽地方台,#genre#

淮南新闻,http://192.168.10.1:8205/udp/238.1.78.113:6776
淮南公共,http://192.168.10.1:8205/udp/238.1.78.114:6784
寿县新闻,http://192.168.10.1:8205/udp/238.1.78.146:7040
合肥新闻,http://192.168.10.1:8205/udp/238.1.78.111:6760
肥东新闻,http://192.168.10.1:8205/udp/238.1.78.183:7336
肥东经济,http://192.168.10.1:8205/udp/238.1.78.184:7344
肥西新闻,http://192.168.10.1:8205/udp/238.1.78.185:7352
长丰,http://192.168.10.1:8205/udp/238.1.78.182:7328
滁州新闻,http://192.168.10.1:8205/udp/238.1.78.132:6928
滁州公共,http://192.168.10.1:8205/udp/238.1.78.133:6936
滁州科教,http://192.168.10.1:8205/udp/238.1.78.134:6944
全椒综合,http://192.168.10.1:8205/udp/238.1.78.203:7496
来安新闻,http://192.168.10.1:8205/udp/238.1.78.204:7504
定远新闻,http://192.168.10.1:8205/udp/238.1.78.205:7512
凤阳新闻,http://192.168.10.1:8205/udp/238.1.78.207:7528
明光综合,http://192.168.10.1:8205/udp/238.1.78.208:7536
芜湖新闻,http://192.168.10.1:8205/udp/238.1.78.112:6768
芜湖公共,http://192.168.10.1:8205/udp/238.1.78.80:6512
芜湖生活,http://192.168.10.1:8205/udp/238.1.78.152:7088
芜湖教育,http://192.168.10.1:8205/udp/238.1.78.167:7208
湾沚新闻,http://192.168.10.1:8205/udp/238.1.78.187:7368
繁昌新闻,http://192.168.10.1:8205/udp/238.1.78.190:7392
无为新闻,http://192.168.10.1:8205/udp/238.1.78.188:7376
南陵新闻,http://192.168.10.1:8205/udp/238.1.78.189:7384
马鞍山新闻,http://192.168.10.1:8205/udp/238.1.79.15:4232
马鞍山公共,http://192.168.10.1:8205/udp/238.1.78.77:6488
安庆新闻,http://192.168.10.1:8205/udp/238.1.78.117:6808
安庆公共,http://192.168.10.1:8205/udp/238.1.78.118:6816
安庆教育,http://192.168.10.1:8205/udp/238.1.78.120:6832
潜山综合,http://192.168.10.1:8205/udp/238.1.78.192:7408
桐城综合,http://192.168.10.1:8205/udp/238.1.78.28:6152
太湖新闻,http://192.168.10.1:8205/udp/238.1.79.12:4208
黄山新闻,http://192.168.10.1:8205/udp/238.1.78.130:6912
黄山公共,http://192.168.10.1:8205/udp/238.1.78.131:6920
徽州新闻,http://192.168.10.1:8205/udp/238.1.78.138:6976
太平,http://192.168.10.1:8205/udp/238.1.78.199:7464
歙县综合,http://192.168.10.1:8205/udp/238.1.78.200:7472
休宁新闻,http://192.168.10.1:8205/udp/238.1.79.20:4272
祁门综合,http://192.168.10.1:8205/udp/238.1.79.14:4224
黟县新闻,http://192.168.10.1:8205/udp/238.1.78.149:7064
宣城综合,http://192.168.10.1:8205/udp/238.1.78.142:7008
宣城公共,http://192.168.10.1:8205/udp/238.1.78.143:7016
广德新闻,http://192.168.10.1:8205/udp/238.1.78.212:7568
广德生活,http://192.168.10.1:8205/udp/238.1.78.213:7576
郎溪新闻,http://192.168.10.1:8205/udp/238.1.78.214:7584
旌德新闻,http://192.168.10.1:8205/udp/238.1.78.215:7592
宁国新闻,http://192.168.10.1:8205/udp/238.1.78.216:7600
绩溪新闻,http://192.168.10.1:8205/udp/238.1.78.218:7616
池州新闻,http://192.168.10.1:8205/udp/238.1.78.147:7048
池州公共,http://192.168.10.1:8205/udp/238.1.78.148:7056
石台综合,http://192.168.10.1:8205/udp/238.1.78.221:7640
东至综合,http://192.168.10.1:8205/udp/238.1.79.13:4216
铜陵新闻,http://192.168.10.1:8205/udp/238.1.78.139:6984
铜陵公共,http://192.168.10.1:8205/udp/238.1.78.140:6992
铜陵科教,http://192.168.10.1:8205/udp/238.1.78.141:7000
义安新闻,http://192.168.10.1:8205/udp/238.1.78.211:7560
枞阳,http://192.168.10.1:8205/udp/238.1.78.210:7552
六安综合,http://192.168.10.1:8205/udp/238.1.78.144:7024
六安公共,http://192.168.10.1:8205/udp/238.1.78.145:7032
霍山综合,http://192.168.10.1:8205/udp/238.1.78.220:7632
霍邱新闻,http://192.168.10.1:8205/udp/238.1.78.119:6824
金寨综合,http://192.168.10.1:8205/udp/238.1.79.21:4280
淮北新闻,http://192.168.10.1:8205/udp/238.1.78.135:6952
淮北公共,http://192.168.10.1:8205/udp/238.1.78.136:6960
淮北教育,http://192.168.10.1:8205/udp/238.1.78.137:6968
濉溪新闻,http://192.168.10.1:8205/udp/238.1.78.209:7544
宿州新闻,http://192.168.10.1:8205/udp/238.1.78.121:6840
宿州公共,http://192.168.10.1:8205/udp/238.1.78.122:6848
宿州科教,http://192.168.10.1:8205/udp/238.1.78.123:6856
萧县新闻,http://192.168.10.1:8205/udp/238.1.79.46:4480
泗县新闻,http://192.168.10.1:8205/udp/238.1.78.193:7416
蚌埠新闻,http://192.168.10.1:8205/udp/238.1.78.180:7312
蚌埠公共,http://192.168.10.1:8205/udp/238.1.78.181:7320
五河新闻,http://192.168.10.1:8205/udp/238.1.79.52:4528
固镇新闻,http://192.168.10.1:8205/udp/238.1.79.47:4488
阜阳新闻,http://192.168.10.1:8205/udp/238.1.78.124:6864
阜阳公共,http://192.168.10.1:8205/udp/238.1.78.125:6872
阜阳教育,http://192.168.10.1:8205/udp/238.1.78.126:6880
阜阳都市,http://192.168.10.1:8205/udp/238.1.78.127:6888
颍上新闻,http://192.168.10.1:8205/udp/238.1.78.194:7424
界首综合,http://192.168.10.1:8205/udp/238.1.78.195:7432
临泉新闻,http://192.168.10.1:8205/udp/238.1.78.29:6160
阜南新闻,http://192.168.10.1:8205/udp/238.1.79.11:4200
亳州综合,http://192.168.10.1:8205/udp/238.1.78.128:6896
亳州农村,http://192.168.10.1:8205/udp/238.1.78.129:6904
利辛新闻,http://192.168.10.1:8205/udp/238.1.78.196:7440
涡阳新闻,http://192.168.10.1:8205/udp/238.1.78.197:7448
蒙城新闻,http://192.168.10.1:8205/udp/238.1.79.19:4264

IPV6央视,#genre#

CCTV-1 综 合-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001022/index.m3u8
CCTV-1 综 合-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb02]/ott.mobaibox.com/PLTV/4/224/3221227896/index.m3u8
CCTV-1 综 合-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225816/index.m3u8
CCTV-1 综 合-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226016/index.m3u8
CCTV-1 综 合-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001068/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-2 财 经-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001220/index.m3u8
CCTV-2 财 经-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb23]:80/wh7f454c46tw1529547736_77479836/ott.mobaibox.com/PLTV/3/224/3221228300/index.m3u8?icpid=3&RTS=1674385939&from=40&popid=40&hms_devid=2291&prioritypopid=40&vqe=3
CCTV-2 财 经-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001293/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-3 综 艺-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001186/index.m3u8
CCTV-3 综 艺-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225799/index.m3u8
CCTV-3 综 艺-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226021/index.m3u8
CCTV-3 综 艺-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/4/224/3221228499/index.m3u8
CCTV-4 中文国际-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001221/index.m3u8
CCTV-4 中文国际-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001290/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-4 中文国际-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228156/index.m3u8
CCTV-5 体 育-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001187/index.m3u8
CCTV-5 体 育-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225818/index.m3u8
CCTV-5 体 育-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8
CCTV-5 体 育-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb23]/ott.mobaibox.com/PLTV/4/224/3221228502/index.m3u8
CCTV-5 体 育-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001850/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+ 体育赛事-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225507/index.m3u8
CCTV-5+ 体育赛事-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8
CCTV-5+ 体育赛事-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228277/index.m3u8
CCTV-5+ 体育赛事-IPV6,http://[2409:8087:7000:20:1000::22]:6060/yinhe/2/ch00000090990000001334/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-5+ 体育赛事-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001008/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-6 电 影-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8
CCTV-6 电 影-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb22]/ott.mobaibox.com/PLTV/4/224/3221228516/index.m3u8
CCTV-6 电 影-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8
CCTV-6 电 影-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225814/index.m3u8
CCTV-7 国防军事-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8
CCTV-7 国防军事-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225671/index.m3u8
CCTV-7 国防军事-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8
CCTV-7 国防军事-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/1/224/3221228283/index.m3u8
CCTV-7 国防军事-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001291/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-8 电视剧-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001189/index.m3u8
CCTV-8 电视剧-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225795/index.m3u8
CCTV-8 电视剧-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226008/index.m3u8
CCTV-8 电视剧-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb26]/ott.mobaibox.com/PLTV/4/224/3221228578/index.m3u8
CCTV-8 电视剧-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001869/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-9 纪 录-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001237/index.m3u8
CCTV-9 纪 录-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225676/index.m3u8
CCTV-9 纪 录-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225734/index.m3u8
CCTV-9 纪 录-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/1/224/3221228303/index.m3u8
CCTV-9 纪 录-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001294/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-10 科 教-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001238/index.m3u8
CCTV-10 科 教-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225730/index.m3u8
CCTV-10 科 教-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225677/index.m3u8
CCTV-10 科 教-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb20]/ott.mobaibox.com/PLTV/1/224/3221228286/index.m3u8
CCTV-10 科 教-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001288/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
CCTV-11 戏 曲-IPV6,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001309/index.m3u8
CCTV-11 戏 曲-IPV6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225597/index.m3u8
CCTV-11 戏 曲-IPV6,http://[2409:8087:1a01:df::4077]/PLTV/88888888/224/3221225517/index.m3u8
CCTV-11 戏 曲-IPV6,http://[2409:8087:2001:20:2800:0:df6e:eb23]/ott.mobaibox.com/PLTV/4/224/3221228289/index.m3u8
CCTV-11 戏 曲-IPV6,http://[2409:8087:7004:20:1000::22]:6610/yinhe/2/ch00000090990000001327/index.m3u8?virtualDomain=yinhe.live_hls.zte.com
